Habitat Name,Type,Ecosystem Type,Count
crop fields,terrestrial,agricultural ecosystem,2
freshwater habitats,aquatic,aquatic ecosystems in West Bengal and Karnataka,1
protected LTD shore channels,aquatic,riverine ecosystem,1
shallow areas dominated by fine (silt/clay) and sand substrate types,aquatic,riverine ecosystem,1
hard substrate areas,aquatic,riverine ecosystem,1
Landscape in Southern India,terrestrial,Socio-ecological system,1
cassava growers' fields,terrestrial,cassava systems,1
forest plantations with Eucalyptus,terrestrial,forest plantations,1
toad-sympatric regions,terrestrial,toad-infested areas,1
-,-,cool temperate ecosystem,1
acacia-invaded habitat,terrestrial,acacia-invaded ecosystem,1
terrestrial habitat,terrestrial,Mediterranean ecosystem,1
ocean currents,aquatic,Patagonian ecosystem,1
agriculture fields,terrestrial,-,1
cotton fields,terrestrial,agricultural ecosystem,1
indigenous-held lands,terrestrial,-,1
forest,terrestrial,forest ecosystem,7
riparian areas,terrestrial,riparian areas,1
tidal Meuse,aquatic,Peracarida community ecosystem,1
"human-made structures (e.g., groynes, breakwaters, seawalls)",marine,-,1
landward side of breakwaters,marine,human-made structures,1
seaward side of breakwaters,marine,human-made structures,1
sandy streambeds,aquatic,Rhine ecosystem,1
riverbanks consisting of groyne stones,aquatic,Rhine ecosystem,1
waterways,aquatic,freshwater ecosystem,1
riparian habitat,aquatic,fluvial corridors,1
aquatic habitat,aquatic,fluvial corridors,1
artificial reefs,marine,marine,1
Mediterranean coastal marine habitats,marine,Mediterranean coastal marine ecosystems,1
warm waters,marine,Mediterranean Sea,1
lake habitat,aquatic,Great Lakes,1
marginal lagoons,aquatic,Paraná River ecosystem,1
freshwaters,aquatic,aquatic ecosystems,1
lakes,aquatic,large lake ecosystem,1
Tordera stream,aquatic,aquatic ecosystem,1
human-altered ecosystems,aquatic,aquatic ecosystems,1
river channels,aquatic,floodplain,1
floodplain lakes,aquatic,floodplain,1
grass-dominated streams,aquatic,-,1
non-grassy streams,aquatic,-,1
littoral benthos,aquatic,lake ecosystem,1
water,aquatic,aquatic ecosystem,2
sandy beaches,marine,surf zone hyperbenthic community,1
freshwater canal,aquatic,continental habitats,1
brackish lagoon,aquatic,continental habitats,1
lake environment,aquatic,Lake Constance ecosystem,1
littoral waters,aquatic,aquatic ecosystem,1
pelagic waters,aquatic,aquatic ecosystem,1
brackish water,aquatic,aquatic ecosystem,1
river drainages,aquatic,-,1
high intertidal zone,marine,rocky shore ecosystem,1
soft-bottom environment,marine,salt marsh ecosystem,1
headwater streams,aquatic,Mediterranean rivers,1
warm water effluent,aquatic,aquatic ecosystems,1
freshwater,aquatic,med-regions ecosystems,1
hydrographic regions,aquatic,freshwater,1
temporary ponds,aquatic,freshwater,1
river substrate,aquatic,riverine ecosystem,1
stream,aquatic,metacommunity of stream fishes,1
artificial ponds,aquatic,metacommunity of stream fishes,1
alluvial stream,aquatic,freshwater environment,1
temporary ponds,aquatic,Mediterranean temporary waters,1
lakes and fringing habitats,aquatic,Murray-Darling Basin lakes ecosystem,1
sediment,aquatic,substratum-water interface,1
saline habitats,aquatic,-,2
fresh waters,aquatic,-,2
macrophyte bed,aquatic,freshwaters,1
native habitat,aquatic,riverine ecosystem,1
novel habitat,aquatic,riverine ecosystem,1
headwater streams,aquatic,Cape Floristic Region,1
benthic habitat,marine,Baltic Sea ecosystems,1
benthic ecosystem,aquatic,Lake Malawi ecosystem,1
water column,aquatic,riverine ecosystem,2
deep oligotrophic lake,aquatic,lake ecosystem,1
marina pontoons,aquatic,marine ecosystems,1
freshwater ponds,aquatic,freshwater ecosystems,1
lakes and reservoirs,aquatic,freshwater ecosystems,1
small streams,aquatic,freshwater ecosystems,1
large rivers,aquatic,freshwater ecosystems,1
reservoirs,aquatic,aquatic ecosystems,1
water bodies with temperatures >12°C,aquatic,-,1
intertidal beds,aquatic,intertidal areas,1
benthic substrates,aquatic,-,1
benthic zone,aquatic,Lake Ecosystem,1
benthic,aquatic,European freshwater ecosystems,1
pelagic,aquatic,European freshwater ecosystems,1
wetland habitat,aquatic,wetland,3
submerged habitats,aquatic,aquatic ecosystems,1
riverine habitat,aquatic,freshwater ecosystem,3
lowland lakes,aquatic,lake ecosystem,1
high-altitude lakes,aquatic,lake ecosystem,1
stream stretches,aquatic,stream ecosystem,1
marine habitat,marine,Mediterranean marine ecosystem,3
benthic invertebrate habitat,marine,Baltic Sea ecosystem,1
cooling water,aquatic,-,1
French stream,aquatic,aquatic ecosystem,1
substrate,aquatic,-,1
free-floating environment,aquatic,-,1
Baltic Sea,aquatic,Baltic Sea ecosystem,1
Rivers,aquatic,Freshwater,1
freshwater,aquatic,large lakes,1
benthos,aquatic,reservoir,1
marine habitats,marine,marine,4
salt marshes,aquatic,freshwater,1
brackish waters,aquatic,freshwater,1
benthic,aquatic,subalpine lake ecosystem,1
open-water,aquatic,subalpine lake ecosystem,1
leaf litter,terrestrial,-,2
terrestrial,terrestrial,freshwater,1
hypersaline habitats,aquatic,Mediterranean Basin,1
Crater Lake,aquatic,freshwater ecosystem,1
submersed macrophytes assemblages,aquatic,aquatic ecosystem,1
regulated river,aquatic,riverine ecosystem,1
watersheds,aquatic,freshwater fish fauna,1
fronds and holdfasts of Sargassum muticum,aquatic,-,1
submerged macrophyte habitat,aquatic,lake,1
brackish environment,aquatic,coastal and estuarine systems,1
-,aquatic,Aquatic,1
freshwaters,aquatic,freshwater ecosystems,1
reef,marine,-,1
sediment,marine,-,1
vertical slot fish pass,aquatic,-,1
freshwater,aquatic,Lake Trasimeno,1
fast-flowing waters,aquatic,freshwater,1
wetland,aquatic,wetland,3
"forest fragments, human settlements, and agricultural land",terrestrial,mosaic landscape,1
residential gardens,terrestrial,matrix habitat,1
commercial plantations,terrestrial,matrix habitat,1
receiving habitat,marine,marine ecosystem,1
subtidal area,marine,Marine Ecosystem,1
ballast tank,aquatic,marine,1
lagoon side,aquatic,-,1
ballast tanks,aquatic,aquatic ecosystem,1
lava tube caves,terrestrial,lava tube cave ecosystems,1
terrestrial systems,terrestrial,terrestrial systems,1
freshwater systems,aquatic,freshwater systems,1
marine near-shore systems,marine,marine near-shore systems,1
mixed paperbark tall open forest with rainforest elements,terrestrial,coastal lowland areas,1
drainage lines or flood plains,aquatic,coastal lowland areas,1
low salinity habitats,aquatic,-,1
remnant coastal vegetation,terrestrial,coastal dune system,1
invertebrate habitat,terrestrial,terrestrial ecosystem,1
C. maculatum habitat,-,U.S. ecosystems,1
nest,terrestrial,-,2
palm crown,terrestrial,Mediterranean ecosystem,1
forest patches,terrestrial,-,1
refuges,terrestrial,landscape,1
road verges,terrestrial,arid ecosystem,1
disturbed habitats,terrestrial,arid ecosystem,1
Grasslands,terrestrial,Montane grasslands,1
traditional crop storage structures,terrestrial,agricultural landscapes in tropical Andes,1
forest habitat,terrestrial,rural-urban matrix,1
woodland habitat,terrestrial,rural-urban matrix,1
arable field,terrestrial,rural-urban matrix,1
coastal dunes and sand areas,terrestrial,coastal dune ecosystem,1
natural dune patches,terrestrial,coastal dune ecosystem,1
fragmented habitats,terrestrial,urban woodland,1
private gardens,terrestrial,urban domestic gardens ecosystem,1
seasonal habitats,aquatic,floodplains ecosystem,1
trees outside forests (TOF),terrestrial,agricultural landscape,1
natural regenerating fallows,terrestrial,tropical forest,1
planted exotic pine forests,terrestrial,tropical forest,1
urban natural grassland remnants,terrestrial,temperate natural grasslands,1
woody grasslands,terrestrial,temperate natural grasslands,1
open grasslands,terrestrial,temperate natural grasslands,1
rangelands,terrestrial,multifunctional rural landscapes (MRLs),1
low-intensity agricultural systems,terrestrial,multifunctional rural landscapes (MRLs),1
peri-urban focal sectors,terrestrial,-,1
abandoned fields,terrestrial,-,1
forest habitat,terrestrial,subtropical Andean forests,1
forest floor,terrestrial,Andean forest region,1
mineral topsoil,terrestrial,Andean forest region,1
moderately shaded environments,terrestrial,forests,1
very shady habitats,terrestrial,forests,1
open areas,terrestrial,forests,1
new habitats,-,natural ecosystems,1
drainage lines,aquatic,eucalypt woodlands,1
seasonally wet flats,aquatic,eucalypt woodlands,1
low-lying areas,terrestrial,eucalypt woodlands,1
topsoil,terrestrial,invaded sites,1
gopher mounds,terrestrial,grassland,1
calcareous soils,terrestrial,dryland ecosystem,1
perennial herbaceous vegetation,terrestrial,-,1
surface soil,terrestrial,shrub-steppe ecosystem,1
deep soil,terrestrial,shrub-steppe ecosystem,1
bitou bush invaded habitat,terrestrial,-,1
acacia dominated habitat,terrestrial,-,1
bare sand habitat,terrestrial,-,1
river sand,terrestrial,-,1
tidal marshes,aquatic,-,1
heathland soil,terrestrial,heathland,1
forest soil,terrestrial,secondary forest,1
organic horizons,terrestrial,well-developed soil ecosystem,1
Magellanic steppe grasslands,terrestrial,grasslands,1
forest understory,terrestrial,forest,4
large rivers and standing waters,aquatic,freshwater,1
catchments,aquatic,natural ecosystems,1
warmer water bodies,aquatic,-,1
streams,aquatic,Great Lakes Ecosystem,1
riverscape,aquatic,xeric riverscapes,1
woodland fragments,terrestrial,urban ecosystem,1
forest habitat,terrestrial,urban forest ecosystem,1
urbanized habitat,terrestrial,urbanization gradient,1
embankments along roads,terrestrial,urbanization gradient,1
inner city gardens,terrestrial,urban community gardens,1
suburban gardens,terrestrial,urban community gardens,1
urban plots,terrestrial,urban ecosystem,1
wooded plots,terrestrial,urban ecosystem,1
riparian zone,aquatic,urban waterways ecosystem,1
wetland,aquatic,coastal wetland,1
rangeland,terrestrial,semi-arid rangeland,1
forest edges,terrestrial,forest edges and old fields,1
old fields,terrestrial,forest edges and old fields,1
grasslands,terrestrial,mountain grasslands,1
terrestrial habitats in Antarctica,terrestrial,Antarctic terrestrial ecosystem,1
newly-exposed ground,terrestrial,Antarctic terrestrial ecosystem,1
herbaceous community,terrestrial,terrestrial ecosystem,1
contrasting environments,-,-,1
upper slope sites with high nutrients but low water supply,terrestrial,grassland,1
prairie,terrestrial,grasslands,1
elevation gradient,terrestrial,forest ecosystem,1
coastal grass stands,terrestrial,California grasslands,1
dung piles,terrestrial,montane pampas grasslands,1
grassland controls,terrestrial,montane pampas grasslands,1
Mediterranean sand dunes,terrestrial,sand dune system,1
sagebrush steppe,terrestrial,sagebrush steppe,2
roadside environment,terrestrial,roadside communities,1
savanna remnants,terrestrial,cerrado,1
semi-natural vegetation,terrestrial,island ecosystems,1
residual terraces,terrestrial,island ecosystems,1
understory vegetation,terrestrial,Juniperus monosperma woodland,1
AG Islands,terrestrial,sagebrush steppe,1
kipukas,terrestrial,sagebrush steppe,1
forest fragments,terrestrial,fragmented landscape,1
beside rivers,aquatic,-,1
herbaceous-subshrub layer,terrestrial,Brazilian savanna,1
habitats with low nutrients and water availability,-,low resource ecosystems,1
experimental garden,terrestrial,meadow ecosystem,1
alluvial basal areas,terrestrial,-,1
Forest Understory,terrestrial,Forest Ecosystem,1
microsite,terrestrial,seasonally dry tropical forest,1
hoop pine plantation,terrestrial,-,1
open eucalypt forests,terrestrial,-,1
coastal heathlands,terrestrial,coastal heathlands,1
semi-natural grasslands,terrestrial,semi-natural grasslands,1
P. mugo habitats,terrestrial,coastal heathlands,1
P. sylvestris habitats,terrestrial,coastal heathlands,1
forests,terrestrial,temperate forests,1
soil,terrestrial,forest ecosystem,4
wetlands,aquatic,tidal estuarine wetlands,2
open woodland wildflower communities,terrestrial,York gum-jam woodlands,1
road verges,terrestrial,steppe grasslands,1
forest understory,terrestrial,Nothofagus pumilio forest,1
riparian soil,terrestrial,riparian ecosystems,1
moist treeline,terrestrial,forests,1
semi-arid timberline,terrestrial,forests,1
tussock grassland,terrestrial,steppe,1
grazing lawn,terrestrial,steppe,1
Habitat suitable for Pennisetum setaceum,terrestrial,Tenerife Ecosystem,1
riparian,terrestrial,riparian ecosystems,1
rooting zone of adult trees,terrestrial,montane forest,1
roadsides,terrestrial,Mediterranean ecosystems,1
non-limiting indoor conditions,-,-,1
pasture areas,terrestrial,Pantanal ecosystem,1
physical-habitat,aquatic,wetland,1
water quality habitat,aquatic,wetland,1
brackish springs,aquatic,lacustrine,1
saline habitats,aquatic,river,1
degraded grasslands,terrestrial,Tibetan alpine grasslands,1
areas with ash deposition,terrestrial,Patagonia,1
riparian habitat,terrestrial,riparian corridors,1
benthic community,aquatic,-,1
micro-habitats structured by oysters,aquatic,benthic community,1
flower heads and extrafloral nectaries,terrestrial,Mediterranean ecosystem,1
aquatic habitat,aquatic,-,8
riparian habitats,terrestrial,riparian,3
riparian,terrestrial,riparian forest,1
high-elevation mountain ranges,terrestrial,Carpathian Mountains,1
fields with RR soybeans and other crops,terrestrial,agricultural ecosystem,1
no-till systems,terrestrial,cropping systems,1
dry lake beds,terrestrial,-,1
abandoned tailing dumps (ATDs),terrestrial,Mediterranean-climate type ecosystems,1
grain commodities,terrestrial,stored-product environment,1
loamy sand soils,terrestrial,river valley ecosystem,1
riparian areas supporting Himalayan Balsam,terrestrial,riparian,1
native forests,terrestrial,native forests,1
agricultural land,terrestrial,traditional agroforestry system,1
forest,terrestrial,riparian forest,1
Shanyutan marsh,aquatic,tidal marsh,1
high-elevation locality,terrestrial,Andes Mountain Ecosystem,1
flower habitat,terrestrial,sand dune ecosystem,1
tropical habitats,-,-,1
sun habitats,-,-,1
shade habitats,-,-,1
Vicia faba leaves,terrestrial,agroecosystems,1
beaches and coastal waters,marine,coastal ecosystem,1
salt marshes,terrestrial,salt marshes,1
low marsh,aquatic,coastal wetlands,1
vegetative zone: Suaeda salsa,aquatic,coastal wetlands,1
vegetative zone: Phragmites australis,aquatic,coastal wetlands,1
streams,aquatic,tropical dry forests,1
Lake Victoria habitat,aquatic,Lake Victoria ecosystem,1
urban areas,terrestrial,urban ecosystem,2
cultivated land use system,terrestrial,tropical,1
uncultivated land use system,terrestrial,tropical,1
salt marsh,aquatic,salt marsh ecosystem,3
semi-natural habitats,terrestrial,semi-natural ecosystem,1
agricultural habitats,terrestrial,agricultural ecosystem,1
synanthropic habitats,terrestrial,synanthropic ecosystem,1
natural coastal habitats,terrestrial,natural coastal ecosystem,1
wetland habitats,aquatic,wetland ecosystem,1
Mediterranean coastal habitat,marine,Mediterranean coastal ecosystem,1
marine food webs,marine,Mediterranean Sea Ecosystems (MSE),1
6210* habitat,terrestrial,sub-Mediterranean productive grasslands,1
6110* habitat,terrestrial,sub-Mediterranean productive grasslands,1
6220* habitat,terrestrial,sub-Mediterranean productive grasslands,1
matorral,terrestrial,Mediterranean ecosystem,1
steep slopes with shallow soils,terrestrial,dry Afromontane forest,1
mesic sites,terrestrial,dry Afromontane forest,1
severely disturbed habitats,terrestrial,dry Afromontane forest,1
urban and periurban settings,terrestrial,terrestrial ecosystems,1
Root gall,terrestrial,Potato production regions,1
Tuber lesion,terrestrial,Potato production regions,1
candlenut forest,terrestrial,tropical oceanic island ecosystem,1
bamboo grove,terrestrial,tropical oceanic island ecosystem,1
