Relationship Name,Type,Count
habitation and expansion,ecological,1
penetration into market,economic,1
dispersal and germination,ecological,1
interaction effect on growth,ecological,1
seasonal growth variation,ecological,1
negative correlation between abundance and species diversity,ecological,1
invasion level variation,ecological,1
diaspore heteromorphism,ecological,1
biological activity and environmental conditions,ecological,1
pest management,anthropogenic,1
growth and productivity comparison,ecological,1
habitat overlap,ecological,6
resource-availability,ecological,1
light intensity impact,ecological,1
competitive exclusion,biological,4
herbivory effect on seedling survival,ecological,1
seedling survival influenced by urban climate,ecological,1
comparison of survival between urban and rural areas,ecological,1
mitigation of forest fragmentation,ecological,1
negative effect on abundance,ecological,1
negative correlation with abundance,ecological,1
population increase,ecological,4
exclusive presence,ecological,2
light availability impact,physical,1
presence and distribution,ecological,4
litterfall intrusion,ecological,1
facilitation and competition,ecological,2
influence on environmental conditions,physical,1
promotion of diversity,ecological,1
influence of roads,ecological,1
seed bank contribution,ecological,1
confinement of weeds,ecological,1
effect of herbicides,ecological,1
distribution and impact,ecological/anthropogenic,1
distribution,ecological/anthropogenic,1
dispersal distance comparison,ecological,1
regeneration enhancement,ecological,1
potential influence,ecological,1
spread and dominance,ecological,3
determinants of spread,ecological,2
vulnerability to invasion,ecological,4
R&D,ecological,1
transfer risks,biological,1
growth location,ecological,1
influence of canopy structure on recruitment,ecological,1
influence of environmental factors on seedlings and saplings,ecological,1
facilitation of invasive potential,ecological,1
dominance of introduced species,ecological,1
increase and persistence,ecological,1
land cover transformation,ecological,1
natural regeneration,ecological,1
increase in patch density,ecological,1
impact of tree removal on plant survival,ecological,1
host selection,biological,1
chemical attraction,biological,1
inhibition of litter decomposition,ecological,2
no significant effect on litter decomposition,ecological,1
host-pathogen relationship,biological,4
spread inhibition,ecological,1
control measure,biological,1
bark stripping,ecological,1
invasive potential assessment,ecological,2
invasion and control,ecological,3
interaction due to habitat management,ecological,1
flight activity dependency,ecological,1
aspect effect,ecological,1
limiting factors,ecological,1
impact of removal on species richness,ecological,1
community composition and function similarity,ecological,1
Acute Oak Decline,ecological/biotic,1
impact of alien species on native pest,ecological,1
habitat impact on pest,ecological,1
mortality factors in non-forest habitat,ecological,1
outbreak trigger,ecological,1
invasive species occurrence,ecological,1
shade avoidance,ecological,1
environmental suitability,ecological,3
stream-SWD association,ecological,1
association in captures,biological,1
abundance relationship,ecological,5
environmental variable relationship,ecological,1
pathosystems,biological,1
dynamic equilibrium,ecological,1
competition or interaction,biological,1
acceleration of dispersal,ecological,1
difference in soil fungal communities,ecological,1
similarity in endophytic communities,ecological,1
Association with plantation trees,ecological,1
Community composition distribution,ecological,1
mutualistic relationship,biological,6
geographic origin and movement,ecological,1
barrier and movement,ecological,1
declines and extinctions,ecological,1
adverse impacts,ecological,2
negative impact on seed availability and seedling survival,ecological,1
seed predation and dispersal,ecological,1
threat to ecosystem,ecological,3
potential application for control,biological,1
vulnerability to invasions,ecological,2
main drivers of biological invasions,anthropogenic,1
damage function relationship,ecological,1
invasion facilitated by overgrazing,ecological,1
invasion facilitated by anthropogenic disturbance,ecological,1
invasion facilitated by climate change,ecological,1
competition after fire,ecological,1
regulatory requirement,anthropogenic,1
pathogen transmission,ecological,1
fire-driven feedback loops,ecological,1
invasion and fire frequency correlation,ecological,1
abundance impact,ecological,3
community similarity influence,ecological,1
distance impact,physical,1
environmental factors influencing density,ecological,1
pest attack,biological,2
fire influence on germination,ecological,1
competition in regenerative niche,biological,1
treatment and resistance,biological,1
spread and habitat-switching,ecological,1
niche differentiation,ecological,3
tri-trophic interactions,ecological,1
pest-host relationship,biological,4
pest-climate relationship,ecological,1
habitat dependence,ecological,1
canopy cover effect,ecological,1
trophic niche differentiation,ecological,2
temporal activity overlap,ecological,2
spread and competition,ecological,2
cause,biological,1
stakeholder perception and management approaches,anthropogenic,1
phytoextraction,ecological,2
bioconcentration,ecological,1
habitat occupancy,biological,1
range shifts,ecological,4
dominant aquaculture production,anthropogenic/ecological,2
concentration,ecological,2
transport and change in abundance and diversity,ecological,1
exchange process location,physical,1
transport,physical,6
component,physical,1
expansion_driver,ecological,1
growth_relation,ecological,1
causes paralytic shellfish poisoning,ecological,1
produces domoic acid,ecological,1
produces surfactant-like proteins,ecological,1
colony establishment,ecological,1
deterrence,ecological,1
toxicity production,biological,1
correlation,statistical,1
management reduction,ecological,2
effects of climatic events,ecological,1
non-predatory interaction,ecological,1
competition for resources and shared parasites,ecological,1
association between parasite load and host condition,ecological,1
transmission of parasites,biological,2
pathogen presence,ecological,1
possible parasite spillover and spill-back,ecological,1
native host-parasite,biological,2
parasitism reduction,ecological,1
host-switching,ecological,1
virulence impact,biological,1
parasitic load reduction,ecological,1
indirect mutualistic interaction,ecological,1
comparison of parasitism,ecological,1
impact of drought on parasite prevalence,ecological,1
dynamics affect,ecological,1
proximity,physical,1
toxicity,biological,8
supporting ecosystem services,ecological,1
effective pest management,biological,1
bacterial transfer,biological,1
bacterial infection,biological,1
predation risk mitigation,ecological,1
fear and stress response induction,ecological,1
collaborative partnership,anthropogenic,1
interface,ecological,1
invasion and competitive displacement,ecological,1
species-habitat distribution,ecological,1
habitat suitability and occupation,ecological,1
location and ecosystem,ecological,1
invasion and influence,ecological,1
habitat specificity,ecological,2
water collection source,physical,1
replacement during succession,ecological,1
influence on succession,ecological,1
importance in early succession,ecological,1
seed germination and seedling response,ecological,1
germination pattern,ecological,1
habitat concentration,ecological,1
fruit removal,ecological,2
relation,ecological,1
distribution expansion,ecological,4
canopy competition,ecological,1
impact on diversity and cover,ecological,1
naturalization and colonization,ecological,1
water uptake,biological,1
predator-prey relationship,biological,6
evidence of horticulture,anthropogenic,1
