Species Name,Role,Count
nile tilapia,introduced,3
blue-spotted tilapia,introduced,1
cork-oaks,native,1
eucalyptus,alien,2
crayfish,-,2
gambusia holbrooki,alien,3
melanotaenia duboulayi,native,1
xiphophorus helleri,-,1
oncorhynchus clarkii utah,native,1
salvelinus alpinus,native,4
rutilus rutilus,-,2
cyprinus pellegrini,native,1
galaxias auratus,native,2
double-ended pipefish,native,1
eastern trumpeter,native,1
fan-bellied leatherjacket,native,1
teleosts,native,2
bull trout,native,1
lake trout,introduced,1
native north american fish species,native,1
largemouth bass,introduced,2
striped bass,native,1
delta smelt,native,1
poecilia reticulata,native,1
choerodon rubescens,native,2
labridae,native,1
galaxias maculatus,native,4
meridialaris chiloeensis,-,2
klapopteryx kuscheli,-,1
antarctoperla michaelseni,-,1
lepomis gibbosus,native/introduced,1
paleomonetes varians,native,1
smallmouth bass,invasive,2
rhinogobius fluviatilis,native,1
rhinogobius nagoyae,native,1
rhinogobius sp. or,non-native,1
artemia franciscana,non-native/invasive,1
theodoxus fluviatilis,cryptic invader,1
eurasian collared-dove,invasive,3
exotic plant pests and diseases,alien,1
brassica napus,-,1
leptosphaeria maculans,pathogen,1
leptosphaeria biglobosa,pathogen,1
bemisia tabaci biotype q,invasive,1
trialeurodes vaporariorum,alien,1
tomato chlorosis virus,pathogen,1
puccinia xanthii,-,1
salt cedar,invasive,2
tilapia mossambicus,invasive,1
freshwater mussels,native,2
freshwater mussels,alien,1
mussel species,invasive alien,1
lantana camara,introduced/alien/invasive,1
phenacoccus manihoti,invasive,5
glycaspis brimblecombei,exotic,1
eucalyptus spp.,native,1
eucalyptus citriodora,native,1
tropidonophis mairii,native,1
anuran-eating snakes,native,1
springtail,introduced,1
springtail,indigenous,1
acacia cyclops,invasive,3
acacia saligna,invasive,14
paraserianthes lophantha,invasive,3
litoria caerulea,native,3
litoria splendida,native,2
beneficial microbe,mutualist,1
herbivorous insect,antagonist,1
acacia dealbata,native,1
acacia longifolia,native,1
pterospartum tridentatum,native,1
ants (various species),-,1
asian house gecko (hemidactylus frenatus),invasive,1
invasive exotic plant species,invasive,2
carassius auratus,invasive,8
chinook salmon (oncorhynchus tshawytscha),introduced,2
bactrocera dorsalis sensu stricto,invasive,1
gossypium spp.,native,1
gossypium hirsutum,native,1
gossypium barbadense,alien,1
gossypium tomentosum,alien,1
meloidogyne incognita,native/introduced,1
fusarium oxysporum f. sp. vasinfectum,native/introduced,1
asian swamp buffalo,introduced,1
asian longhorned beetle,invasive,2
indigenous forest species,native,1
rhopalostylis sapida,native,1
pteridium esculentum,native,2
metrosideros excelsa,native,1
phormium sp.,native,1
typha orientalis,native,1
pinaceae,exotic,1
asian longhorn beetle,invasive,1
crangonyx pseudogracilis,exotic,1
dikerogammarus haemobaphes,exotic,1
gammarus tigrinus,exotic,1
jaera istrii,exotic,1
chelicorophium curvispinum,exotic,1
gammarus roeseli,naturalized,1
echinogammarus berilloni,naturalized,1
corbicula fluminea,introduced,5
macroinvertebrates,non-indigenous,1
crustaceans,non-indigenous,1
molluscs,non-indigenous,1
aquatic plants,native/introduced,2
riparian plants,native/introduced,1
invasive aquatic and riparian plants,invasive,1
non-invasive aquatic and riparian plants,native,1
oxynoe olivacea,-,1
mediterranean marine biodiversity,native,1
atlantic water species with (sub)tropical affinity,introduced,1
red sea species,introduced,1
frondose algae,native/invasive,1
cercopagis pengoi,invasive,2
fish larvae,-,1
aquatic macrophytes,-,1
pteridophyta,-,1
spermatophyta,-,1
vascular macrophytes,-,1
alien species,invasive,8
salmo trutta,uncertain/native/introduced,1
egeria najas,native,4
cherax destructor,alien,1
caulerpa taxifolia,native/introduced,1
elysia tomentosa,-,1
poecilia reticulata,exotic,1
phoxinus phoxinus,introduced,1
gammarus lacustris,native,2
chironomidae,native,2
oligochaeta,native,2
crustacea,alien,1
mollusca,alien,5
crustacean,alien,2
crustacean,indigenous,1
mollusc,alien,1
hyperbenthic species,-,1
mysida,-,1
european eel,native,2
european catfish,native,1
lamprichthys tanganicanus,introduced,1
limnothrissa miodon,native,1
thymallus thymallus,native/exotic,1
non-indigenous fish species,introduced,1
austropotamobius pallipes species complex,native,1
carassius auratus,introduced,7
veneroida,native,1
mycetopodidae,native,1
hyriidae,native,1
juncus heterophyllus,native,1
carex divisa,native,1
ranunculus peltatus,native,2
ponticola kessleri,invasive,5
stream fishes,native,1
branchiobdella astaci,-,1
branchiopoda,introduced,1
freshwater fishes,-,2
common freshwater taxa,native,1
three threatened species,native,1
nonindigenous freshwater snails,introduced,1
bithynia tentaculata,invasive,1
cipangopaludina chinensis,invasive,2
viviparus georgianus,invasive,1
trichocorixa verticalis verticalis,alien,2
fundulus heteroclitus,invasive,2
odonata larvae,native,1
cabomba caroliniana,invasive,2
myriophyllum aquaticum,non-native,2
ludwigia grandiflora,non-native,1
bacteria,invasive,1
hemiodus orthonops,invasive,2
marenzelleria spp.,invasive,5
melanoides tuberculata,invasive,8
endemic melanoides species,native,1
schistosome-transmitting bulinus,native,1
fish larvae,native,3
cladocerans,native,4
samastacus sp.,native,1
aquatic invasive species,invasive,9
microbes,invasive,1
rutilus rutilus,invasive,1
crassostrea gigas,non-native,3
native crabs,native,1
eleocharis pachycarpa,native,1
potentilla anserina,exotic,1
parapoynx stratiotata,native,1
aquatic insect,native,1
aquatic vegetation,native/introduced,1
submerged plant species,native/introduced,1
alburnus albidus,endemic,1
alburnus arborella,introduced,1
cyprinidae,-,1
atherinidae,-,1
gobiidae,-,2
mugilidae,-,2
salmonidae,-,1
brown trout (salmo trutta),native,1
pumpkinseed (lepomis gibbosus),non-native/introduced,1
stramonita haemastoma,native,2
mytilus galloprovincialis,native,10
patella caerulea,native,1
white-spotted charr,native,1
brook trout,introduced,3
salvelinus,-,1
hybrids,hybrid,1
mytilus trossulus,native,2
cerastoderma glaucum,native,3
gammarus spp.,native,1
theodoxus fluviatilis,native,2
chinese pond mussel,invasive,1
corbicula sp.,invasive,2
trematode parasitic castrators,native,1
aporocotylid sp. i,native/introduced,1
exotic plants,introduced,14
exotic animals,introduced,2
amphibians,introduced,5
reptile,introduced,1
25 species from `100 worst invasive species of europe',invasive,1
11 species among the worst in the world (iucn),invasive,1
esox flaviae,native,1
esox lucius,exotic,1
nostocales (cyanobacteria),invading,1
non-heterocystous filamentous cyanobacteria,-,1
orconectes rusticus,invasive,4
tilapiines,introduced,1
non-indigenous fishes,alien,1
rutilus rutilus,non-native,1
coregonus lavaretus,non-native,1
coregonus macrophthalmus,non-native,1
carassius carassius,non-native,1
micropterus salmoides,non-native,1
silurus glanis,non-native,4
invertebrate shredders,-,1
xironogiton victoriensis,non-native,2
signal crayfish (pacifastacus leniusculus),invasive,3
virile crayfish (orconectes cf. virilis),-,1
native artemia species,native,1
oreochromis hunteri,native,1
oreochromis (other native species in upper pangani),native,1
oreochromis (three invasive species),invasive,1
pomacea canaliculata,native,3
chara contraria,-,1
zannichellia palustris,-,1
stuckenia striata,-,1
ludwigia peploides,-,1
myriophyllum quitense,-,1
apple snails,native,1
european barbel barbus barbus,invasive,1
nonnative fishes,introduced,1
mesoherbivores,native,1
ludwigia peploides,invasive,4
invasive alien aquatic plants (iaaps),invasive,1
free-floating species,invasive,1
"sediment-rooted, emerged or floating-leaved species",invasive,1
"sediment-rooted, submerged species",invasive,1
rana pirica,native,1
bufonidae,-,1
melita palmata,nonindigenous,1
three-spined stickleback,native,4
stone loach,native,3
topmouth gudgeon,invasive,3
gudgeon,native,1
procambarus clarkii,highly invasive,1
fishes,-,3
amphibians,-,2
crustaceans,-,4
turtles,invasive,1
frog,native,1
pan troglodytes schweinfurthii,native,1
eucalyptus grandis,introduced,2
psidium guajava,introduced,1
theobroma cacao,introduced,1
pinus caribaea,introduced,1
cercopithecus albogularis labiatus,native,1
quercus robur,exotic,1
quercus palustris,exotic,1
macaca fascicularis,invasive,1
caulerpa prolifera,native,6
phytoplankton,invasive,2
sargassum polycystum,invasive,1
micromonas pusilla,non-target,1
thalassiosira rotula,test organism,1
asparagopsis taxiformis,invasive,7
eucalyptus tereticornis,alien,1
grevillea robusta,alien,1
cocculus orbiculatus,native,1
cave arthropods,native,1
invertebrates,indigenous,1
alien invertebrate species,alien,1
alien mammals,alien,2
euploea alcathoe enastri,native,1
buffalo,introduced,1
pig,introduced,1
grassy weeds,invasive,1
tramp ants,invasive,1
bombus hortorum,introduced,1
bombus subterraneus,introduced,1
cirsium vulgare,non-native,1
echium vulgare,non-native,1
hypericum perforatum,non-native,1
lotus corniculatus,non-native,1
lupinus polyphyllus,non-native,1
trifolium pratense,non-native,1
trichocorixa verticalis verticalis,introduced,1
hydrachna skorikowi,-,1
eylais infundibulifera,-,1
ants,native,4
non-native invertebrates,introduced,1
non-native herbivorous and omnivorous vertebrates,introduced,1
predatory mammals,introduced,2
conium maculatum,naturalized,1
agonopterix alstroemeriana,introduced,1
arabidopsis thaliana,-,4
spodoptera exigua,generalist herbivore,1
impatiens pallida,native,2
lachnus roboris,native,1
lasius grandis,native,4
gypsy moth,alien,1
lymantria dispar,alien,1
fall webworm,alien,1
hyphantria cunea,alien,1
pine processionary moth,alien,1
thaumetopoea pityocampa,alien,2
pine shoot moth,alien,1
rhyacionia buoliana,alien,1
rorippa austriaca,invasive,1
lonicera,native,1
lonicera,non-native,1
polistes dominulus,introduced,1
chrysomya albiceps,native,1
native blowfly prey species,native,1
non-native blowfly prey species,non-native,1
nonnative vascular plant species,nonnative,1
vascular plant species,native,4
tree species,native,6
indigenous plants,native,2
cassinia,native,1
acacia irrorata,native,1
phyllodinous acacia,native,1
woodland trees,native,1
rainforest species guild,native,1
potato tuber moth,invasive,1
red-bellied tree squirrel (callosciurus erythraeus),introduced,1
tree species,exotic,1
small-sized fish,-,2
large-sized fish,-,1
thaumetopoea pityocampa,invasive,2
pinus,native/introduced,1
cedrus,native/introduced,1
pseudotsuga,native/introduced,1
woody plant,native,1
pine,exotic,2
indigenous herbaceous species,native,1
andropogon gayanus,non-native,1
cenchrus ciliaris,non-native,1
eragrostis curvula,non-native,2
hyparrhenia hirta,non-native,1
nassella neesiana,non-native,1
nassella trichotoma,non-native,1
phalaris aquatica,non-native,1
urochloa mutica,non-native,1
invasive insect species,invasive,1
brushtail possum,invasive,1
native tree seedlings and sapling community,native,1
alnus acuminata,native,1
pinus patula,introduced,2
pinus pinea,non-native,1
brassica spp.,invasive,1
lepidium draba,invasive,3
eucalyptus wandoo,native,1
understorey species,native/alien,1
aegilops tri-uncialis,native,1
cerastium glomeratum,native,1
aphanes occidentalis,native,1
lupinus bicolor,native,1
bromus tectorum l.,invasive,1
bromus tectorum,exotic,4
centaurea diffusa,exotic,1
chrysanthemoides monilifera spp. rotundata,exotic,1
acacia longifolia var. sophorae,indigenous,1
indigenous test species,indigenous,1
lotus australis,native,1
cullen australasicum,native,2
kennedia prorepens,native,1
kennedia prostrata,native,1
glycine canescens,native,1
cullen tenax,native,1
medicago sativa,exotic,1
lotononis bainesii,exotic,1
bituminaria bituminosa var albomarginata,exotic,1
lotus corniculatus,exotic,1
macroptilium bracteatum,exotic,1
elymus elymoides,native,2
pseudoroegneria spicata,native,4
vulpia microstachys,native,1
aegilops triuncialis,invasive,1
pteridium aquilinum,invasive,3
calluna vulgaris,native,4
exotic tree species,introduced,2
parkinsonia aculeata,invasive,9
endophytic microbial communities,-,1
red oak,alien,1
quercus robur l.,native,1
fraxinus angustifolia,native,4
populus alba,native,7
native grassland species,native,3
parthenium hysterophorus l.,invasive,4
arbuscular mycorrhizal fungi,neutral,1
lumbricidae,invasive,2
sugar maple,native,2
hoplias malabaricus (karyomorph f),native,1
hoplias malabaricus (karyomorph a),invasive,1
hoplias lacerdae,-,1
silurus glanis,native,3
oncorhynchus tshawytscha,introduced,2
oncorhynchus kisutch,introduced,1
salmo salar,introduced,2
aphanius iberus,native,2
freshwater fish species,non-native,2
perciformes,non-native,1
characiformes,non-native,1
siluriformes,non-native,1
cypriniformes,non-native,1
ameiurus melas,introduced,1
petromyzon marinus,introduced/invasive,1
arid-land fishes,-,1
piscivores,-,3
omnivores,-,1
invertivores,-,1
ctenopharyngodon idella,invasive,3
hypophthalmichthys molitrix,invasive,8
ameiurus melas,invasive,4
lepomis gibbosus,invasive,7
marine fish,alien,1
pomatomus saltatrix,invasive,1
posthodiplostomum centrarchi,alien,1
posthodiplostomum brevicaudatum,-,1
posthodiplostomum cuticola,-,1
ornithodiplostomum scardinii,-,1
gasterosteus aculeatus,-,2
planorbis planorbis,-,1
scardinius erythrophthalmus,-,2
ardea cinerea,native,1
ant,native,1
ant,exotic,1
invasive ant,invasive,2
native communities,native,1
trees,-,2
shrubs,-,2
perennial species,-,1
acer saccharum,invasive,1
acer platanoides,native,2
betula papyrifera,native,1
lasius,-,1
tetramorium,-,1
tetramorium sp.e,species-specific,1
tetramorium sp.u2,species-specific,1
afranthidium repetitum,introduced,1
invasive weeds,invasive,2
bruchid beetles,-,1
austrodanthonia eriantha,native,1
vulpia myuros,invasive,1
lolium arundinaceam,invasive,1
elaeagnus umbellata,invasive,4
acer saccharinum,native,1
fraxinus excelsior l.,colonizing/introduced,1
terrestrial antarctic biota,native,1
exotic colonists,exotic,1
bromus berterianus,native,1
koeleria pleoides,exotic,1
schismus arabicus,exotic,1
ailanthus altissima,non-native/invasive,1
exotic plant species,exotic,6
polylepis subtusalbida,native,1
old world bluestems (bothriochloa spp.),introduced,1
caucasian bluestem (bothriochloa bladhii),introduced,1
yellow bluestem (bothriochloa ischaemum),introduced,1
big bluestem (andropogon gerardii),native,1
little bluestem (schizachyrium scoparium),native,1
sideoats grama (bouteloua curtipendula),native,1
larix kaempferi,invasive,1
betula,native,1
populus,native,2
bromus diandrus,exotic,1
nassella pulchra,native,2
festuca rubra,native,3
holcus lanatus,exotic,1
centaurea calcitrapa,invasive,1
nassella clarazii,native,1
solanum elaeagnifolium,invasive,3
glaucium flavum,native,1
halimium halimifolium,native,1
pinus pinea,native,3
artemisia tridentata,native,3
exotic herbs,exotic,1
vascular plant species,native/introduced,3
juniperus monosperma,native,1
euphorbia species (native),native,1
euphorbia species (exotic/invasive),exotic/invasive,1
arbuscular mycorrhizal fungi (amf),-,4
dark septate endophytes (dse),-,1
melinis minutiflora,exotic,1
echinolaena inflexa,native,1
herbaceous species,native,2
eragrostis curvula,invasive,5
eragrostis sororia,native,2
bromus erectus,native,1
bromus inermis,native,2
trifolium pratense,native,2
trifolium hybridum,native,1
lactuca serriola,alien,1
conyza canadensis,alien,2
alien vascular plant species,alien,2
tree species,alien,1
